"","monitoring_location_id","activity_media_name","activity_media_subdivision_name","activity_id","activity_start_date","activity_start_time","activity_end_date","activity_end_time","activity_latitude","activity_longitude","activity_source_map_scale","activity_type","activity_depth_height_measure","activity_depth_height_unit","activity_top_depth_height_measure","activity_top_depth_height_unit","activity_bottom_depth_height_measure","activity_bottom_depth_height_unit","activity_relative_depth_name","activity_comment","characteristic_name","result_analytical_method_id","result_analytical_method_context","method_speciation","result_value","result_unit","result_qualifier","result_weight_basis","statistical_base_code","result_sample_fraction","result_value_type","result_comment","sample_collection_method_id","equipment_id","result_detection_condition","result_detection_limit_type_1","result_detection_limit_value_1","result_detection_limit_unit_1","result_detection_limit_type_2","result_detection_limit_value_2","result_detection_limit_unit_2","laboratory_accreditation_indicator","laboratory_name","laboratory_sample_id","analysis_start_date","analysis_start_time","biological_intent","subject_taxonomic_name","thermal_preservative","sample_container_type","sample_container_color","chemical_preservative","flag"
"90","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-05-11-Total P",2021-05-11,"09:06:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0396,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341008","2021-05-18","18:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N"
"91","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-05-11-As",2021-05-11,"09:06:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341029","2021-05-21","07:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"92","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-05-11-Cd",2021-05-11,"09:06:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341029","2021-05-21","07:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"93","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-05-11-Cr",2021-05-11,"09:06:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341029","2021-05-21","07:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"94","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-05-11-Cu",2021-05-11,"09:06:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341029","2021-05-21","07:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"95","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-05-11-Pb",2021-05-11,"09:06:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341029","2021-05-21","07:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"96","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-05-11-Zn",2021-05-11,"09:06:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341029","2021-05-21","07:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"97","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.25,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341007","2021-05-15","13:20:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","Y"
"98","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-Total P",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0392,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341007","2021-05-18","18:53:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N"
"99","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-As",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,2.7,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341031","2021-05-21","07:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"100","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-Cd",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341031","2021-05-21","07:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"101","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-Cr",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341031","2021-05-21","07:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"102","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-Cu",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,0.455,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341031","2021-05-21","07:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"103","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-Pb",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,0.114,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341031","2021-05-21","07:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"104","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-Zn",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341031","2021-05-21","07:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"105","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-Total Nitrate/Nitrite-N-DUP",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.226,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341009","2021-05-15","13:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","Y"
"106","KR RM 31","Water","Surface Water","KR RM 31-2021-05-11-Total P-DUP",2021-05-11,"10:13:00",NA,NA,60.498284,"-150.86312100000001",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0174,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341009","2021-05-18","18:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N"
"107","KR RM 36 MR","Water","Surface Water","KR RM 36 MR-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,"10:50:00",NA,NA,60.53687,"-150.75472400000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,NA,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341010","2021-05-15","13:30:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","Y"
"108","KR RM 36 MR","Water","Surface Water","KR RM 36 MR-2021-05-11-Total P",2021-05-11,"10:50:00",NA,NA,60.53687,"-150.75472400000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0391,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341010","2021-05-18","18:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N"
"109","KR RM 36 MR","Water","Surface Water","KR RM 36 MR-2021-05-11-As",2021-05-11,"10:50:00",NA,NA,60.53687,"-150.75472400000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,4.88,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341033","2021-05-21","08:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"110","KR RM 36 MR","Water","Surface Water","KR RM 36 MR-2021-05-11-Cd",2021-05-11,"10:50:00",NA,NA,60.53687,"-150.75472400000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341033","2021-05-21","08:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"111","KR RM 36 MR","Water","Surface Water","KR RM 36 MR-2021-05-11-Cr",2021-05-11,"10:50:00",NA,NA,60.53687,"-150.75472400000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341033","2021-05-21","08:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"112","KR RM 36 MR","Water","Surface Water","KR RM 36 MR-2021-05-11-Cu",2021-05-11,"10:50:00",NA,NA,60.53687,"-150.75472400000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,0.368,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341033","2021-05-21","08:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"113","KR RM 36 MR","Water","Surface Water","KR RM 36 MR-2021-05-11-Pb",2021-05-11,"10:50:00",NA,NA,60.53687,"-150.75472400000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,0.0735,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341033","2021-05-21","08:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"114","KR RM 36 MR","Water","Surface Water","KR RM 36 MR-2021-05-11-Zn",2021-05-11,"10:50:00",NA,NA,60.53687,"-150.75472400000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341033","2021-05-21","08:57:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"115","KR RM 40","Water","Surface Water","KR RM 40-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,"09:50:00",NA,NA,60.515441,"-150.70206899999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.33,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341011","2021-05-15","13:32:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","Y"
"116","KR RM 40","Water","Surface Water","KR RM 40-2021-05-11-Total P",2021-05-11,"09:50:00",NA,NA,60.515441,"-150.70206899999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,NA,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341011","2021-05-18","18:58:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N"
"117","KR RM 40","Water","Surface Water","KR RM 40-2021-05-11-As",2021-05-11,"09:58:00",NA,NA,60.515441,"-150.70206899999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341034","2021-05-21","09:00:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"118","KR RM 40","Water","Surface Water","KR RM 40-2021-05-11-Cd",2021-05-11,"09:58:00",NA,NA,60.515441,"-150.70206899999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341034","2021-05-21","09:00:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"119","KR RM 40","Water","Surface Water","KR RM 40-2021-05-11-Cr",2021-05-11,"09:58:00",NA,NA,60.515441,"-150.70206899999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341034","2021-05-21","09:00:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"120","KR RM 40","Water","Surface Water","KR RM 40-2021-05-11-Cu",2021-05-11,"09:58:00",NA,NA,60.515441,"-150.70206899999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,0.545,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341034","2021-05-21","09:00:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"121","KR RM 40","Water","Surface Water","KR RM 40-2021-05-11-Pb",2021-05-11,"09:58:00",NA,NA,60.515441,"-150.70206899999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,0.127,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341034","2021-05-21","09:00:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"122","KR RM 40","Water","Surface Water","KR RM 40-2021-05-11-Zn",2021-05-11,"09:58:00",NA,NA,60.515441,"-150.70206899999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341034","2021-05-21","09:00:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"123","KR RM 43","Water","Surface Water","KR RM 43-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,"09:34:00",NA,NA,60.489844,"‐150.636905",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.36,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341012","2021-05-15","13:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","Y"
"124","KR RM 43","Water","Surface Water","KR RM 43-2021-05-11-Total P",2021-05-11,"09:34:00",NA,NA,60.489844,"‐150.636905",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0228,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341012","2021-05-18","18:59:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N"
"125","KR RM 43","Water","Surface Water","KR RM 43-2021-05-11-As",2021-05-11,"09:34:00",NA,NA,60.489844,"‐150.636905",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341035","2021-05-21","09:03:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"126","KR RM 43","Water","Surface Water","KR RM 43-2021-05-11-Cd",2021-05-11,"09:34:00",NA,NA,60.489844,"‐150.636905",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341035","2021-05-21","09:03:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"127","KR RM 43","Water","Surface Water","KR RM 43-2021-05-11-Cr",2021-05-11,"09:34:00",NA,NA,60.489844,"‐150.636905",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341035","2021-05-21","09:03:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"128","KR RM 43","Water","Surface Water","KR RM 43-2021-05-11-Cu",2021-05-11,"09:34:00",NA,NA,60.489844,"‐150.636905",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,0.959,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341035","2021-05-21","09:03:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"129","KR RM 43","Water","Surface Water","KR RM 43-2021-05-11-Pb",2021-05-11,"09:34:00",NA,NA,60.489844,"‐150.636905",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,0.187,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341035","2021-05-21","09:03:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"130","KR RM 43","Water","Surface Water","KR RM 43-2021-05-11-Zn",2021-05-11,"09:34:00",NA,NA,60.489844,"‐150.636905",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341035","2021-05-21","09:03:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"131","KR RM 44 KI","Water","Surface Water","KR RM 44 KI-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,"08:57:00",NA,NA,60.481518,"-150.632498",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.603,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341013","2021-05-15","13:35:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","Y"
"132","KR RM 44 KI","Water","Surface Water","KR RM 44 KI-2021-05-11-Total P",2021-05-11,"08:57:00",NA,NA,60.481518,"-150.632498",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0151,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341013","2021-05-18","19:00:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N"
"133","KR RM 44 KI","Water","Surface Water","KR RM 44 KI-2021-05-11-As",2021-05-11,"08:57:00",NA,NA,60.481518,"-150.632498",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341036","2021-05-21","09:06:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
"134","KR RM 44 KI","Water","Surface Water","KR RM 44 KI-2021-05-11-Cd",2021-05-11,"08:57:00",NA,NA,60.481518,"-150.632498",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341036","2021-05-21","09:06:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3","Y"
